route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
652-1881,652,"Caboolture Station - Beachmere (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/652,71BF5B,000000
653-1881,653,"Caboolture Station - Morayfield Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/653,71BF5B,000000
654-1881,654,"Morayfield Station - Caboolture Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/654,71BF5B,000000
655-1881,655,"Caboolture Station - Hospital-TAFE-USC (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/655,71BF5B,000000
656-1881,656,"Morayfield Station - Upper Caboolture (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/656,71BF5B,000000
657-1881,657,"Caboolture Station - Caboolture North (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/657,71BF5B,000000
660-1878,660,"Caboolture Station - Redcliffe via Kippa-Ring",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/660,71BF5B,000000
662-1878,662,"Moreton Downs - Rothwell Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/662,71BF5B,000000
663-1878,663,"Narangba Local Service (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/663,71BF5B,000000
664-1878,664,"Burpengary Local Service (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/664,71BF5B,000000
665-1878,665,"Deception Bay - Rothwell Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/665,71BF5B,000000
667-1878,667,"Morayfield Local Service (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/667,71BF5B,000000
668-1878,668,"Narangba Station - North Lakes",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/668,71BF5B,000000
669-1986,669,"Warner - Strathpine Shopping Centre via Lawnton",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/669,71BF5B,000000
670-1986,670,"Strathpine Shopping Centre - Warner",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/670,71BF5B,000000
671-1986,671,"Strathpine Shopping Centre - Warner via Bray Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/671,71BF5B,000000
672-1986,672,"Strathpine Shopping Centre - Warner Lakes",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/672,71BF5B,000000
673-1986,673,"Joyner - Strathpine Shopping Centre",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/673,71BF5B,000000
674-1986,674,"Warner - Strathpine Shopping Centre",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/674,71BF5B,000000
676-1986,676,"Murrumba Downs - North Lakes via Kalangur Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/676,71BF5B,000000
679-1986,679,"Murrumba Downs - North Lakes via Griffin",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/679,71BF5B,000000
680-1983,680,"Redcliffe - Chermside via North Lakes and Petrie",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/680,71BF5B,000000
681-1983,681,"North Lakes - Mango Hill (Morning Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/681,71BF5B,000000
682-1983,682,"North Lakes - Mango Hill (Afternoon Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/682,71BF5B,000000
683-1983,683,"Dakabin - Kallangur Station (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/683,71BF5B,000000
684-1983,684,"North Lakes - Kallangur East",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/684,71BF5B,000000
685-1983,685,"North Lakes - Kallangur West",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/685,71BF5B,000000
686-1983,686,"French's Forest - Petrie Station (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/686,71BF5B,000000
687-1983,687,"North Lakes - Mango Hill Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/687,71BF5B,000000
688-1983,688,"North Lakes (Clockwise Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/688,71BF5B,000000
689-1983,689,"North Lakes (Anti-Clockwise Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/689,71BF5B,000000
690-1983,690,"Kippa-Ring - Sandgate via Redcliffe",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/690,71BF5B,000000
691-1983,691,"Redcliffe - Sandgate Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/691,71BF5B,000000
694-1983,694,"Kippa-Ring - Redcliffe via Woody Point",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/694,71BF5B,000000
696-1983,696,"Kippa-Ring - Kippa Ring Loop",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/696,71BF5B,000000
698-1983,698,"Redcliffe - Kippa-Ring via Scarborough",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/698,71BF5B,000000
699-1983,699,"Redcliffe - Kippa Ring Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/699,71BF5B,000000
700-2034,700,"Tweed Heads - Broadbeach via Burleigh Heads",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/700,71BF5B,000000
704-2034,704,"Sea World - Helensvale via Harbour Town",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/704,71BF5B,000000
705-2034,705,"Broadbeach - Seaworld & Main Beach via Surfers",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/705,71BF5B,000000
710-2034,710,"Uni-Hospital - Helensvale via Parkwood",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/710,71BF5B,000000
711-2034,711,"Sanctuary Cove - Southport via Runaway Bay",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/711,71BF5B,000000
712-2034,712,"Southport - Coombabah via Harbour Town",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/712,71BF5B,000000
713-2034,713,"Paradise Point - Southport via Harbour Town",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/713,71BF5B,000000
714-2034,714,"Uni-Hospital - Helensvale via Pacific Pines",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/714,71BF5B,000000
715-2034,715,"Southport - Helensvale via Arundel, Pacific Pines",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/715,71BF5B,000000
716-2034,716,"Studio Village - Helensvale Station (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/716,71BF5B,000000
717-2034,717,"Pacific Pines - Helensvale Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/717,71BF5B,000000
718-2034,718,"Santa Barbara - Helensvale via Oyster Cove",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/718,71BF5B,000000
719-2034,719,"Paradise Point - Southport via Uni-Hospital",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/719,71BF5B,000000
721-2034,721,"Coomera - Ormeau via Coomera Springs, Pimpama",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/721,71BF5B,000000
722-2034,722,"Coomera - Ormeau via Coomera Rivers, Pimpama",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/722,71BF5B,000000
723-2034,723,"Coomera - Helensvale via Oxenford",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/723,71BF5B,000000
725-2034,725,"Coomera - Helensvale via Upper Coomera",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/725,71BF5B,000000
726-2034,726,"Coomera - Coomera Waters",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/726,71BF5B,000000
727-2034,727,"Coomera - Helensvale via Upper Coomera",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/727,71BF5B,000000
728-2034,728,"Beenleigh - Ormeau via Yatala, Jacobs Ridge",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/728,71BF5B,000000
729-2034,729,"Beenleigh - Ormeau via Yatala, Ormeau Hills",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/729,71BF5B,000000
731-2034,731,"Broadbeach - Southport via Isle Capri",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/731,71BF5B,000000
735-2034,735,"Southport - Nerang Station via Ashmore",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/735,71BF5B,000000
736-2034,736,"Broadbeach - Nerang via Highland Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/736,71BF5B,000000
737-2034,737,"Ashmore - Southport via Southport Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/737,71BF5B,000000
738-2034,738,"Broadbeach - Uni-Hospital via Ashmore",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/738,71BF5B,000000
739-2034,739,"Uni-Hospital - Nerang via Ashmore",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/739,71BF5B,000000
740-2034,740,"Surfers Paradise - Nerang via Ashmore",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/740,71BF5B,000000
741-2034,741,"Broadbeach - Southport via Ashmore, Keebra Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/741,71BF5B,000000
742-2034,742,"Molendinar - Southport via Ashmore",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/742,71BF5B,000000
743-2034,743,"Broadbeach - Nerang via Carrara",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/743,71BF5B,000000
744-2034,744,"Broadbeach - Nerang via Highland Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/744,71BF5B,000000
745-2034,745,"Broadbeach - Nerang Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/745,71BF5B,000000
746-2034,746,"Nerang West - Nerang Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/746,71BF5B,000000
747-2034,747,"Southport - Robina via Bundall",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/747,71BF5B,000000
748-2034,748,"Nerang - Robina via Gilston,Worongary, Mudgeeraba",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/748,71BF5B,000000
749-2034,749,"Clearwater - Nerang Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/749,71BF5B,000000
750-2034,750,"Robina - Broadbeach via Bond University",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/750,71BF5B,000000
751-2034,751,"Broadbeach - Robina via Mermaid Waters",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/751,71BF5B,000000
752-2034,752,"Broadbeach South station - Robina via Robina Wood",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/752,71BF5B,000000
753-2034,753,"Broadbeach - Burleigh Hds via Robina, Varsity Lks",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/753,71BF5B,000000
754-2034,754,"Broadbeach - Burleigh Heads via Mermaid Waters",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/754,71BF5B,000000
755-2034,755,"Broadbeach - Robina via Merrimac",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/755,71BF5B,000000
756-2034,756,"Broadbeach - West Burleigh via Miami",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/756,71BF5B,000000
757-2034,757,"Reedy Creek - Burleigh Heads via Varsity Lakes",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/757,71BF5B,000000
758-2034,758,"Merrimac - Robina via Mudgeeraba",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/758,71BF5B,000000
759-2034,759,"Robina - Reedy Creek via Varsity Lakes Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/759,71BF5B,000000
760-2034,760,"Tweed Heads - Robina via Airport, Varsity Lakes",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/760,71BF5B,000000
763-2034,763,"Lakewoods - The Pines via Elanora",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/763,71BF5B,000000
764-2034,764,"Burleigh Heads - Currumbin Park via The Pines",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/764,71BF5B,000000
765-2034,765,"The Pines - Robina via Burleigh Heads",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/765,71BF5B,000000
766-2034,766,"Currumbin Waters - The Pines",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/766,71BF5B,000000
767-2034,767,"Tugun - The Pines via Currumbin",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/767,71BF5B,000000
768-2034,768,"Tweed Heads - The Pines via John Flynn Hospital",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/768,71BF5B,000000
777-2034,777,"Airport - Broadbeach South via Burleigh Heads",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/777,71BF5B,000000
9999-1881,9999,"Toorbul - Donnybrook (Shopper Service)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/9999,71BF5B,000000
BDBR-1872,BDBR,"Airport line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDBR-1873,BDBR,"Airport line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDBR-1992,BDBR,"Airport line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDBR-1993,BDBR,"Airport line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDBR-2050,BDBR,"Airport line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDBR-2051,BDBR,"Airport line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDBR-2072,BDBR,"Airport line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1872,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1873,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1875,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1898,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1992,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1993,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1994,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1995,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-2050,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-2051,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-2052,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-2053,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-2065,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-2066,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-2072,BDVL,"Airport line - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BNBN-2050,BNBN,"Beenleigh line - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBN-2051,BNBN,"Beenleigh line - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1872,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1873,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1875,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1898,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1992,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1993,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1994,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1995,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-2050,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-2051,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-2052,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-2053,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-2065,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-2066,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-2070,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-2071,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-2072,BNBR,"Beenleigh line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1872,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1873,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1875,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1898,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1992,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1993,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1994,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1995,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-2050,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-2051,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-2052,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-2053,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-2065,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-2066,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-2070,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-2071,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-2072,BNFG,"Beenleigh line - Ferny Grove line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNSH-2052,BNSH,"Beenleigh line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BNSH-2053,BNSH,"Beenleigh line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRBD-1872,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1873,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1875,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1898,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1992,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1993,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1994,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1995,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-2050,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-2051,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-2052,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-2053,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-2065,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-2066,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-2072,BRBD,"Brisbane City - Airport line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBN-1872,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-1873,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-1875,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-1898,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-1992,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-1993,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-1994,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-1995,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-2050,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-2051,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-2052,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-2053,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-2065,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-2066,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-2070,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-2071,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-2072,BRBN,"Brisbane City - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBR-1872,BRBR,"Brisbane City - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,FFFFFF
BRBR-1873,BRBR,"Brisbane City - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,FFFFFF
BRBR-1992,BRBR,"Brisbane City - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,FFFFFF
BRBR-1993,BRBR,"Brisbane City - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,FFFFFF
BRBR-2050,BRBR,"Brisbane City - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,FFFFFF
BRBR-2051,BRBR,"Brisbane City - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,FFFFFF
BRBR-2070,BRBR,"Brisbane City - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,FFFFFF
BRBR-2071,BRBR,"Brisbane City - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,FFFFFF
BRBR-2072,BRBR,"Brisbane City - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,FFFFFF
BRCA-1872,BRCA,"Brisbane City - Caboolture line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
BRCA-1873,BRCA,"Brisbane City - Caboolture line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
